date,Inflation,Labour,Financial,Monetary,Real,country,RECESSION
1988-12-01,85.02994011976048,26.94610778443114,64.07185628742515,,54.49101796407185,GBR,0
1988-12-01,84.4311377245509,7.18562874251497,2.3952095808383236,77.84431137724552,7.18562874251497,FRA,0
1988-12-01,81.437125748503,5.389221556886228,14.97005988023952,,7.18562874251497,JPN,0
1989-01-01,91.66666666666666,35.11904761904761,58.333333333333336,,70.83333333333334,GBR,0
1989-01-01,89.28571428571429,1.7857142857142856,32.142857142857146,22.023809523809522,1.7857142857142856,DEU,0
1989-01-01,,27.976190476190478,75.0,92.85714285714286,32.142857142857146,AUS,0
1989-01-01,94.64285714285714,4.166666666666666,4.166666666666666,51.19047619047619,1.1904761904761905,FRA,0
1989-01-01,68.45238095238095,47.61904761904761,39.88095238095239,80.35714285714286,38.69047619047619,USA,0
1989-01-01,,49.404761904761905,64.88095238095238,79.76190476190477,50.595238095238095,CAN,0
1989-01-01,80.95238095238095,7.738095238095238,7.142857142857142,,20.833333333333336,JPN,0
1989-02-01,94.0828402366864,31.952662721893493,49.112426035502956,,63.905325443786985,GBR,0
1989-02-01,88.16568047337277,28.994082840236686,32.544378698224854,49.112426035502956,28.994082840236686,DEU,0
1989-02-01,,27.810650887573964,79.28994082840237,95.26627218934911,29.585798816568047,AUS,0
1989-02-01,,56.213017751479285,71.00591715976331,81.65680473372781,47.928994082840234,CAN,0
1989-02-01,69.8224852071006,50.29585798816568,47.337278106508876,84.61538461538461,49.70414201183432,USA,0
1989-02-01,95.26627218934911,17.159763313609467,5.325443786982249,67.45562130177515,46.74556213017752,FRA,0
1989-02-01,84.61538461538461,31.952662721893493,4.733727810650888,,99.40828402366864,JPN,0
1989-03-01,84.70588235294117,22.941176470588236,4.705882352941177,,51.17647058823529,JPN,0
1989-03-01,,58.235294117647065,75.88235294117646,83.52941176470588,53.529411764705884,CAN,0
1989-03-01,91.76470588235294,24.11764705882353,42.94117647058823,,30.0,GBR,0
1989-03-01,72.94117647058823,50.588235294117645,57.647058823529406,88.23529411764706,54.11764705882353,USA,0
1989-03-01,88.23529411764706,5.294117647058823,29.411764705882355,51.76470588235295,5.294117647058823,DEU,0
1989-03-01,,24.11764705882353,81.76470588235294,96.47058823529412,38.23529411764706,AUS,0
1989-03-01,93.52941176470588,15.88235294117647,8.823529411764707,64.11764705882354,24.705882352941178,FRA,0
1989-04-01,90.64327485380117,25.730994152046783,28.07017543859649,38.59649122807017,25.730994152046783,DEU,0
1989-04-01,94.15204678362574,10.526315789473683,17.543859649122805,39.1812865497076,7.602339181286549,FRA,0
1989-04-01,76.0233918128655,53.216374269005854,72.51461988304094,85.38011695906432,50.877192982456144,USA,0
1989-04-01,88.88888888888889,18.128654970760234,35.08771929824561,,15.204678362573098,GBR,0
1989-04-01,,63.1578947368421,84.7953216374269,84.21052631578947,52.046783625730995,CAN,0
1989-04-01,98.83040935672514,2.3391812865497075,5.263157894736842,,0.0,JPN,0
1989-04-01,,18.71345029239766,83.62573099415205,96.49122807017544,39.1812865497076,AUS,0
1989-05-01,84.88372093023256,60.46511627906976,25.581395348837212,69.76744186046511,60.46511627906976,DEU,0
1989-05-01,95.93023255813954,17.441860465116278,20.348837209302324,47.674418604651166,21.511627906976745,FRA,0
1989-05-01,,62.7906976744186,87.20930232558139,84.30232558139535,56.395348837209305,CAN,0
1989-05-01,98.83720930232558,1.744186046511628,9.883720930232558,,0.0,JPN,0
1989-05-01,,35.46511627906977,84.30232558139535,94.18604651162791,51.74418604651163,AUS,0
1989-05-01,79.06976744186046,56.97674418604651,77.32558139534885,77.32558139534885,62.2093023255814,USA,0
1989-05-01,87.79069767441861,40.69767441860465,34.30232558139535,,74.4186046511628,GBR,0
1989-06-01,81.5028901734104,28.901734104046245,41.61849710982659,,45.08670520231214,GBR,0
1989-06-01,91.90751445086705,16.76300578034682,19.07514450867052,76.878612716763,25.43352601156069,FRA,0
1989-06-01,,65.3179190751445,87.28323699421965,86.70520231213872,63.005780346820806,CAN,0
1989-06-01,75.14450867052022,64.16184971098265,78.61271676300578,76.878612716763,61.849710982658955,USA,0
1989-06-01,84.39306358381504,40.46242774566474,24.277456647398843,69.36416184971098,40.46242774566474,DEU,0
1989-06-01,,39.30635838150289,84.39306358381504,96.53179190751445,72.25433526011561,AUS,0
1989-06-01,98.26589595375722,2.8901734104046244,16.76300578034682,,0.5780346820809248,JPN,0
1989-07-01,,66.0919540229885,83.9080459770115,84.48275862068965,67.81609195402298,CAN,0
1989-07-01,94.25287356321839,2.8735632183908044,24.71264367816092,,1.7241379310344827,JPN,0
1989-07-01,91.37931034482759,14.367816091954023,17.24137931034483,85.0574712643678,13.793103448275861,FRA,0
1989-07-01,78.73563218390804,43.103448275862064,50.57471264367817,,67.81609195402298,GBR,0
1989-07-01,,69.54022988505747,84.48275862068965,94.25287356321839,90.80459770114942,AUS,0
1989-07-01,67.81609195402298,67.24137931034483,75.86206896551724,70.11494252873564,71.26436781609196,USA,0
1989-07-01,83.9080459770115,72.98850574712644,24.71264367816092,60.3448275862069,72.98850574712644,DEU,0
1989-08-01,,50.28571428571429,76.57142857142857,82.85714285714286,52.57142857142857,CAN,0
1989-08-01,89.71428571428571,25.142857142857146,13.714285714285715,88.0,37.714285714285715,FRA,0
1989-08-01,69.71428571428572,48.0,64.57142857142857,,72.0,GBR,0
1989-08-01,,70.85714285714285,84.57142857142857,93.71428571428572,98.28571428571429,AUS,0
1989-08-01,90.28571428571428,5.714285714285714,24.571428571428573,,8.571428571428571,JPN,0
1989-08-01,66.85714285714286,57.714285714285715,71.42857142857143,68.0,64.0,USA,0
1989-08-01,84.0,36.57142857142857,25.71428571428571,48.0,36.57142857142857,DEU,0
1989-09-01,90.9090909090909,3.977272727272727,16.477272727272727,,3.4090909090909087,JPN,0
1989-09-01,81.25,76.70454545454545,27.27272727272727,74.43181818181817,76.70454545454545,DEU,0
1989-09-01,71.02272727272727,67.61363636363636,81.25,,88.06818181818183,GBR,0
1989-09-01,,57.95454545454546,73.86363636363636,81.25,61.36363636363637,CAN,0
1989-09-01,,68.18181818181817,85.79545454545455,92.04545454545455,93.18181818181817,AUS,0
1989-09-01,60.79545454545454,68.18181818181817,59.65909090909091,74.43181818181817,69.31818181818183,USA,0
1989-09-01,86.36363636363636,21.022727272727273,11.931818181818182,93.18181818181817,29.545454545454547,FRA,0
1989-10-01,83.05084745762711,23.163841807909606,25.98870056497175,84.18079096045197,23.163841807909606,DEU,0
1989-10-01,,57.06214689265536,70.62146892655367,81.35593220338984,63.2768361581921,CAN,0
1989-10-01,62.14689265536724,72.31638418079096,55.367231638418076,71.1864406779661,75.14124293785311,USA,0
1989-10-01,89.83050847457628,15.819209039548024,11.864406779661017,97.17514124293785,14.124293785310735,FRA,0
1989-10-01,,69.49152542372882,87.00564971751412,92.09039548022598,93.78531073446328,AUS,0
1989-10-01,71.1864406779661,49.717514124293785,90.96045197740112,,64.97175141242938,GBR,0
1989-10-01,81.35593220338984,3.954802259887006,11.864406779661017,,1.694915254237288,JPN,0
1989-11-01,,69.10112359550563,87.07865168539325,90.4494382022472,90.4494382022472,AUS,0
1989-11-01,78.65168539325843,53.93258426966292,21.910112359550563,88.20224719101124,53.93258426966292,DEU,0
1989-11-01,,58.42696629213483,70.2247191011236,79.7752808988764,55.61797752808989,CAN,0
1989-11-01,67.41573033707866,52.24719101123596,91.57303370786516,,65.73033707865169,GBR,0
1989-11-01,74.71910112359551,7.865168539325842,6.179775280898876,,3.932584269662921,JPN,0
1989-11-01,91.01123595505618,29.775280898876407,12.921348314606742,97.75280898876404,39.325842696629216,FRA,0
1989-11-01,64.04494382022472,75.28089887640449,51.12359550561798,65.73033707865169,75.28089887640449,USA,0
1989-12-01,,71.50837988826815,89.94413407821229,88.26815642458101,94.41340782122904,AUS,0
1989-12-01,,68.15642458100558,70.94972067039106,78.77094972067039,65.92178770949721,CAN,0
1989-12-01,87.15083798882681,40.78212290502793,15.083798882681565,98.88268156424581,65.92178770949721,FRA,0
1989-12-01,78.2122905027933,70.39106145251397,17.318435754189945,85.47486033519553,70.39106145251397,DEU,0
1989-12-01,81.00558659217877,3.35195530726257,3.910614525139665,,2.793296089385475,JPN,0
1989-12-01,68.15642458100558,55.3072625698324,90.5027932960894,,63.128491620111724,GBR,0
1989-12-01,62.01117318435754,76.53631284916202,50.27932960893855,63.687150837988824,76.53631284916202,USA,0
1990-01-01,65.55555555555556,77.22222222222223,47.77777777777778,57.22222222222222,83.33333333333334,USA,0
1990-01-01,80.55555555555556,38.333333333333336,16.666666666666664,99.44444444444444,59.44444444444444,FRA,0
1990-01-01,81.66666666666667,18.88888888888889,3.888888888888889,,13.88888888888889,JPN,0
1990-01-01,61.66666666666667,56.666666666666664,90.0,,57.77777777777777,GBR,0
1990-01-01,,75.0,75.55555555555556,76.11111111111111,77.22222222222223,CAN,0
1990-01-01,,73.88888888888889,90.55555555555556,83.88888888888889,93.33333333333333,AUS,0
1990-01-01,73.33333333333333,36.666666666666664,12.222222222222221,87.77777777777777,36.666666666666664,DEU,0
1990-02-01,87.84530386740332,9.392265193370166,3.867403314917127,,3.314917127071823,JPN,0
1990-02-01,,69.06077348066299,78.45303867403315,77.90055248618785,71.8232044198895,CAN,0
1990-02-01,72.92817679558011,35.35911602209944,9.94475138121547,73.48066298342542,35.35911602209944,DEU,0
1990-02-01,64.64088397790056,70.1657458563536,47.51381215469613,55.80110497237569,65.19337016574586,USA,0
1990-02-01,,76.24309392265194,92.81767955801105,66.29834254143645,88.39779005524862,AUS,0
1990-02-01,65.74585635359117,77.90055248618785,89.50276243093923,,85.0828729281768,GBR,0
1990-02-01,76.79558011049724,25.41436464088398,20.994475138121548,96.13259668508287,17.67955801104972,FRA,0
1990-03-01,62.08791208791209,67.03296703296702,51.64835164835166,55.494505494505496,56.043956043956044,USA,0
1990-03-01,,65.93406593406593,84.06593406593407,77.47252747252747,66.48351648351648,CAN,1
1990-03-01,,76.37362637362637,93.4065934065934,44.505494505494504,86.81318681318682,AUS,0
1990-03-01,75.27472527472527,43.956043956043956,25.82417582417583,94.5054945054945,60.43956043956044,FRA,0
1990-03-01,84.61538461538461,2.197802197802198,4.945054945054945,,3.296703296703297,JPN,0
1990-03-01,71.97802197802197,23.076923076923077,4.395604395604396,76.37362637362637,23.076923076923077,DEU,0
1990-03-01,64.28571428571429,69.78021978021978,87.91208791208791,,76.92307692307693,GBR,0
1990-04-01,87.97814207650273,80.32786885245902,80.87431693989072,,85.79234972677595,GBR,0
1990-04-01,66.66666666666666,42.07650273224044,36.6120218579235,92.89617486338798,65.57377049180327,FRA,0
1990-04-01,51.91256830601093,76.50273224043715,61.74863387978142,59.56284153005464,73.77049180327869,USA,0
1990-04-01,,67.75956284153006,87.97814207650273,73.224043715847,77.04918032786885,CAN,1
1990-04-01,,84.69945355191257,93.44262295081968,26.229508196721312,98.36065573770492,AUS,0
1990-04-01,68.85245901639344,36.0655737704918,1.092896174863388,76.50273224043715,36.0655737704918,DEU,0
1990-04-01,64.48087431693989,16.39344262295082,7.103825136612022,,21.311475409836063,JPN,0
1990-05-01,69.02173913043478,15.760869565217392,0.5434782608695652,72.28260869565217,15.760869565217392,DEU,0
1990-05-01,,70.65217391304348,89.13043478260869,78.80434782608695,73.36956521739131,CAN,1
1990-05-01,88.58695652173914,77.71739130434783,73.91304347826086,,78.80434782608695,GBR,0
1990-05-01,51.08695652173913,28.26086956521739,54.347826086956516,92.93478260869566,32.608695652173914,FRA,0
1990-05-01,42.934782608695656,64.13043478260869,80.43478260869566,61.95652173913043,53.2608695652174,USA,0
1990-05-01,,81.52173913043478,93.47826086956522,26.6304347826087,90.21739130434783,AUS,0
1990-05-01,63.04347826086957,17.934782608695652,10.869565217391305,,16.304347826086957,JPN,0
1990-06-01,59.45945945945946,32.972972972972975,18.37837837837838,,21.08108108108108,JPN,0
1990-06-01,90.27027027027027,75.67567567567568,73.51351351351352,,75.67567567567568,GBR,0
1990-06-01,54.054054054054056,29.72972972972973,78.91891891891892,94.5945945945946,28.10810810810811,FRA,0
1990-06-01,50.810810810810814,57.83783783783784,84.86486486486487,63.24324324324324,51.891891891891895,USA,0
1990-06-01,,67.02702702702703,90.27027027027027,82.16216216216216,65.4054054054054,CAN,1
1990-06-01,,84.32432432432432,94.05405405405406,24.324324324324326,84.32432432432432,AUS,0
1990-06-01,69.1891891891892,55.13513513513514,1.6216216216216217,68.64864864864865,55.13513513513514,DEU,0
1990-07-01,90.86021505376344,75.26881720430107,81.72043010752688,,69.89247311827957,GBR,1
1990-07-01,40.32258064516129,18.817204301075268,98.38709677419355,95.16129032258065,16.666666666666664,FRA,0
1990-07-01,,69.35483870967742,90.86021505376344,80.64516129032258,63.97849462365591,CAN,1
1990-07-01,70.43010752688173,3.225806451612903,5.376344086021505,72.58064516129032,3.225806451612903,DEU,0
1990-07-01,55.91397849462365,61.29032258064516,91.93548387096774,60.752688172043015,46.774193548387096,USA,1
1990-07-01,60.215053763440864,23.118279569892472,29.56989247311828,,21.50537634408602,JPN,0
1990-07-01,,83.33333333333334,94.6236559139785,25.806451612903224,72.04301075268818,AUS,0
1990-08-01,71.12299465240642,71.12299465240642,99.46524064171123,49.19786096256685,49.19786096256685,USA,1
1990-08-01,94.6524064171123,86.09625668449198,91.97860962566845,,90.9090909090909,GBR,1
1990-08-01,71.12299465240642,6.951871657754011,13.903743315508022,67.37967914438502,6.951871657754011,DEU,0
1990-08-01,67.37967914438502,13.368983957219251,42.24598930481284,,12.299465240641712,JPN,0
1990-08-01,,84.49197860962568,94.6524064171123,14.43850267379679,71.65775401069519,AUS,0
1990-08-01,73.2620320855615,14.43850267379679,99.46524064171123,81.28342245989305,9.62566844919786,FRA,0
1990-08-01,,78.07486631016043,91.44385026737967,74.33155080213903,77.54010695187165,CAN,1
1990-09-01,,82.97872340425532,91.48936170212765,67.5531914893617,85.1063829787234,CAN,1
1990-09-01,,86.17021276595744,95.2127659574468,12.76595744680851,71.80851063829788,AUS,1
1990-09-01,72.87234042553192,20.74468085106383,29.25531914893617,59.04255319148937,20.74468085106383,DEU,0
1990-09-01,85.1063829787234,33.51063829787234,100.0,68.08510638297872,42.5531914893617,FRA,0
1990-09-01,67.5531914893617,37.765957446808514,61.170212765957444,,39.8936170212766,JPN,0
1990-09-01,86.17021276595744,72.3404255319149,100.0,40.95744680851064,47.340425531914896,USA,1
1990-09-01,93.61702127659575,77.6595744680851,96.80851063829788,,71.80851063829788,GBR,1
1990-10-01,91.53439153439153,81.48148148148148,100.0,0.0,77.77777777777779,GBR,1
1990-10-01,83.06878306878306,77.24867724867724,100.0,45.5026455026455,55.55555555555556,USA,1
1990-10-01,68.78306878306879,47.08994708994709,82.53968253968253,,32.27513227513227,JPN,0
1990-10-01,73.54497354497354,5.82010582010582,44.44444444444444,48.67724867724868,5.82010582010582,DEU,0
1990-10-01,,84.12698412698413,90.47619047619048,65.60846560846561,84.12698412698413,CAN,1
1990-10-01,,88.88888888888889,94.17989417989418,11.11111111111111,67.1957671957672,AUS,1
1990-10-01,80.95238095238095,19.047619047619047,100.0,53.43915343915344,15.873015873015872,FRA,0
1990-11-01,71.05263157894737,5.263157894736842,72.63157894736842,66.84210526315789,5.263157894736842,DEU,0
1990-11-01,73.68421052631578,50.526315789473685,92.10526315789474,,86.31578947368422,JPN,0
1990-11-01,80.52631578947368,79.47368421052632,99.47368421052632,55.26315789473685,72.10526315789474,USA,1
1990-11-01,,86.8421052631579,88.42105263157895,66.3157894736842,88.94736842105263,CAN,1
1990-11-01,92.63157894736842,86.8421052631579,100.0,0.0,85.26315789473684,GBR,1
1990-11-01,,90.52631578947368,91.57894736842105,11.578947368421053,65.26315789473685,AUS,1
1990-11-01,68.42105263157895,41.578947368421055,98.94736842105263,61.578947368421055,58.94736842105262,FRA,0
1990-12-01,,90.57591623036649,85.86387434554975,13.089005235602095,67.01570680628272,AUS,1
1990-12-01,77.4869109947644,83.7696335078534,97.90575916230367,57.06806282722513,81.67539267015707,USA,1
1990-12-01,71.20418848167539,57.06806282722513,96.8586387434555,,77.4869109947644,JPN,0
1990-12-01,90.57591623036649,91.09947643979058,100.0,0.0,92.14659685863874,GBR,1
1990-12-01,69.10994764397905,88.48167539267016,86.91099476439791,82.72251308900523,88.48167539267016,DEU,0
1990-12-01,,85.34031413612566,84.81675392670157,65.44502617801047,85.34031413612566,CAN,1
1990-12-01,63.87434554973822,54.45026178010471,97.38219895287958,73.29842931937172,84.29319371727748,FRA,0
1991-01-01,73.4375,3.125,96.875,81.25,3.125,DEU,1
1991-01-01,68.75,44.27083333333333,97.39583333333334,,78.125,JPN,0
1991-01-01,85.41666666666666,88.54166666666666,98.95833333333334,38.46153846153847,86.97916666666666,GBR,1
1991-01-01,79.16666666666666,34.375,95.3125,65.10416666666666,43.22916666666667,FRA,0
1991-01-01,,89.0625,80.72916666666666,15.625,61.458333333333336,AUS,1
1991-01-01,,88.02083333333334,71.35416666666666,58.333333333333336,90.10416666666666,CAN,1
1991-01-01,63.541666666666664,84.89583333333334,90.625,51.5625,82.29166666666666,USA,1
1991-02-01,,91.19170984455958,60.62176165803109,49.740932642487046,96.89119170984456,CAN,1
1991-02-01,,89.63730569948186,68.39378238341969,16.580310880829018,66.32124352331607,AUS,1
1991-02-01,71.50259067357513,9.32642487046632,97.40932642487047,84.4559585492228,9.32642487046632,DEU,1
1991-02-01,79.27461139896373,94.81865284974094,93.78238341968913,28.57142857142857,96.89119170984456,GBR,1
1991-02-01,56.476683937823836,88.60103626943005,80.82901554404145,42.487046632124354,89.63730569948186,USA,1
1991-02-01,83.41968911917098,53.8860103626943,77.720207253886,59.58549222797927,75.12953367875647,FRA,0
1991-02-01,63.212435233160626,89.11917098445595,97.40932642487047,,100.0,JPN,1
1991-03-01,,92.78350515463917,37.11340206185567,31.443298969072163,96.3917525773196,CAN,1
1991-03-01,73.71134020618557,26.804123711340207,96.90721649484536,80.9278350515464,26.804123711340207,DEU,1
1991-03-01,50.51546391752577,93.29896907216495,66.49484536082474,34.5360824742268,94.84536082474226,USA,1
1991-03-01,81.95876288659794,90.72164948453609,72.16494845360825,0.0,78.8659793814433,GBR,1
1991-03-01,82.4742268041237,51.03092783505154,55.154639175257735,50.0,72.16494845360825,FRA,0
1991-03-01,,94.84536082474226,60.824742268041234,17.010309278350515,70.10309278350515,AUS,1
1991-03-01,64.94845360824742,100.0,96.3917525773196,,100.0,JPN,1
1991-04-01,69.23076923076923,95.38461538461539,95.38461538461539,,99.48717948717949,JPN,1
1991-04-01,,89.74358974358975,23.589743589743588,27.692307692307693,92.3076923076923,CAN,1
1991-04-01,,94.35897435897435,35.8974358974359,21.53846153846154,57.43589743589743,AUS,1
1991-04-01,75.8974358974359,73.84615384615385,49.23076923076923,68.2051282051282,90.25641025641026,FRA,0
1991-04-01,58.97435897435898,88.71794871794872,36.92307692307693,21.53846153846154,89.23076923076924,USA,0
1991-04-01,56.41025641025641,97.43589743589743,41.53846153846154,6.25,98.46153846153847,GBR,1
1991-04-01,78.46153846153847,19.48717948717949,93.33333333333333,85.12820512820512,19.48717948717949,DEU,1
1991-05-01,77.04081632653062,33.16326530612245,82.6530612244898,80.61224489795919,33.16326530612245,DEU,1
1991-05-01,86.22448979591837,81.63265306122449,46.42857142857143,48.97959183673469,93.87755102040816,FRA,0
1991-05-01,,87.24489795918367,16.83673469387755,16.3265306122449,91.3265306122449,CAN,0
1991-05-01,66.83673469387756,89.28571428571429,21.93877551020408,15.306122448979592,88.26530612244898,USA,0
1991-05-01,,88.77551020408163,22.448979591836736,16.83673469387755,51.02040816326531,AUS,1
1991-05-01,67.85714285714286,93.87755102040816,94.89795918367348,,98.9795918367347,JPN,1
1991-05-01,45.91836734693878,98.46938775510205,16.83673469387755,5.88235294117647,98.9795918367347,GBR,1
1991-06-01,53.80710659898477,89.34010152284264,15.736040609137056,21.31979695431472,85.78680203045685,USA,0
1991-06-01,72.08121827411168,99.49238578680203,95.93908629441624,,100.0,JPN,1
1991-06-01,,87.81725888324873,18.781725888324875,13.705583756345177,51.776649746192895,AUS,1
1991-06-01,79.69543147208121,21.31979695431472,73.60406091370558,79.18781725888326,21.31979695431472,DEU,1
1991-06-01,92.38578680203045,68.02030456852792,49.746192893401016,45.17766497461929,74.61928934010153,FRA,0
1991-06-01,,87.30964467005076,15.736040609137056,7.614213197969544,87.30964467005076,CAN,0
1991-06-01,47.71573604060914,96.95431472081218,11.16751269035533,0.0,96.44670050761421,GBR,1
1991-07-01,44.44444444444444,95.45454545454545,8.080808080808081,10.526315789473683,92.92929292929293,GBR,1
1991-07-01,,68.68686868686868,20.2020202020202,15.151515151515152,24.747474747474747,AUS,0
1991-07-01,84.34343434343434,40.4040404040404,69.1919191919192,72.22222222222221,40.4040404040404,DEU,1
1991-07-01,45.95959595959596,84.34343434343434,16.161616161616163,22.727272727272727,82.82828282828282,USA,0
1991-07-01,,82.82828282828282,17.17171717171717,7.575757575757576,78.28282828282829,CAN,0
1991-07-01,71.71717171717171,99.4949494949495,96.46464646464646,,99.4949494949495,JPN,1
1991-07-01,96.46464646464646,87.87878787878788,53.535353535353536,22.727272727272727,92.92929292929293,FRA,0
1991-08-01,80.40201005025126,99.49748743718592,65.32663316582915,86.4321608040201,99.49748743718592,DEU,1
1991-08-01,64.321608040201,90.95477386934674,97.98994974874373,,94.47236180904522,JPN,1
1991-08-01,,81.90954773869346,24.120603015075375,12.060301507537687,78.89447236180904,CAN,0
1991-08-01,34.17085427135678,83.41708542713567,25.628140703517587,28.14070351758794,81.4070351758794,USA,0
1991-08-01,,70.85427135678391,25.125628140703515,17.587939698492463,32.1608040201005,AUS,0
1991-08-01,39.19597989949749,88.94472361809045,5.527638190954774,20.0,72.8643216080402,GBR,1
1991-08-01,82.91457286432161,43.21608040201005,64.321608040201,66.83417085427136,10.050251256281408,FRA,0
1991-09-01,25.0,80.0,40.0,33.5,78.5,USA,0
1991-09-01,,68.5,36.0,17.0,25.5,AUS,0
1991-09-01,,78.0,35.0,15.0,76.0,CAN,0
1991-09-01,58.5,99.5,95.5,,100.0,JPN,1
1991-09-01,36.5,88.5,71.5,82.0,89.5,FRA,0
1991-09-01,28.499999999999996,92.5,9.0,14.285714285714285,88.0,GBR,1
1991-09-01,77.5,98.0,62.0,88.5,98.0,DEU,1
1991-10-01,78.60696517412936,97.51243781094527,60.69651741293532,91.04477611940298,97.51243781094527,DEU,1
1991-10-01,55.223880597014926,96.51741293532339,93.03482587064677,,100.0,JPN,1
1991-10-01,,76.11940298507463,56.71641791044776,18.407960199004975,76.61691542288557,CAN,0
1991-10-01,43.78109452736319,95.52238805970148,78.1094527363184,82.08955223880598,96.01990049751244,FRA,0
1991-10-01,,63.681592039801,43.28358208955223,16.417910447761194,22.885572139303484,AUS,0
1991-10-01,26.368159203980102,93.03482587064677,17.412935323383085,45.45454545454545,91.54228855721394,GBR,0
1991-10-01,22.885572139303484,77.11442786069652,62.189054726368155,37.81094527363184,71.64179104477611,USA,0
1991-11-01,26.732673267326735,90.0990099009901,38.613861386138616,47.82608695652174,83.66336633663366,GBR,0
1991-11-01,,67.82178217821783,47.524752475247524,12.871287128712872,38.11881188118812,AUS,0
1991-11-01,54.45544554455446,99.00990099009901,92.07920792079209,,98.01980198019803,JPN,1
1991-11-01,80.19801980198021,93.06930693069307,80.19801980198021,73.26732673267327,92.07920792079209,FRA,0
1991-11-01,,71.78217821782178,64.35643564356435,14.85148514851485,70.29702970297029,CAN,0
1991-11-01,82.67326732673267,96.03960396039604,62.87128712871287,85.64356435643565,96.03960396039604,DEU,1
1991-11-01,23.26732673267327,74.25742574257426,75.74257425742574,25.247524752475247,62.37623762376238,USA,0
1991-12-01,85.22167487684729,45.812807881773395,69.95073891625616,85.71428571428571,45.812807881773395,DEU,1
1991-12-01,76.84729064039408,85.22167487684729,74.38423645320196,87.68472906403942,61.083743842364534,FRA,0
1991-12-01,,56.65024630541872,54.679802955665025,10.83743842364532,18.7192118226601,AUS,0
1991-12-01,27.093596059113302,85.22167487684729,57.14285714285714,66.66666666666666,79.80295566502463,GBR,0
1991-12-01,,68.96551724137932,66.50246305418719,12.807881773399016,67.98029556650246,CAN,0
1991-12-01,53.69458128078818,98.0295566502463,93.59605911330048,,97.53694581280789,JPN,1
1991-12-01,25.12315270935961,74.38423645320196,77.83251231527095,17.24137931034483,55.172413793103445,USA,0
1992-01-01,23.03921568627451,73.52941176470588,75.0,14.215686274509803,56.86274509803921,USA,0
1992-01-01,50.0,80.88235294117648,97.05882352941177,,81.37254901960785,JPN,1
1992-01-01,48.529411764705884,93.62745098039215,64.70588235294117,95.58823529411765,86.76470588235294,FRA,0
1992-01-01,,53.431372549019606,56.86274509803921,5.88235294117647,21.568627450980394,AUS,0
1992-01-01,,53.92156862745098,66.17647058823529,19.607843137254903,37.254901960784316,CAN,0
1992-01-01,83.82352941176471,72.54901960784314,75.0,87.25490196078431,72.54901960784314,DEU,1
1992-01-01,28.921568627450984,81.86274509803921,65.68627450980392,64.0,72.54901960784314,GBR,0
1992-02-01,,51.21951219512195,54.63414634146342,10.24390243902439,23.902439024390244,AUS,0
1992-02-01,,39.51219512195122,62.4390243902439,20.975609756097562,24.390243902439025,CAN,0
1992-02-01,84.39024390243902,75.1219512195122,84.39024390243902,91.21951219512195,75.1219512195122,DEU,1
1992-02-01,32.19512195121951,80.0,59.512195121951216,61.53846153846154,68.29268292682927,GBR,0
1992-02-01,26.34146341463415,68.29268292682927,63.90243902439025,12.195121951219512,43.41463414634146,USA,0
1992-02-01,57.073170731707314,91.21951219512195,52.19512195121951,97.07317073170731,78.53658536585367,FRA,0
1992-02-01,51.707317073170735,72.6829268292683,98.04878048780488,,93.65853658536587,JPN,1
1992-03-01,63.10679611650486,93.68932038834951,50.48543689320388,97.0873786407767,93.68932038834951,FRA,0
1992-03-01,85.43689320388349,84.46601941747572,94.1747572815534,87.86407766990291,84.46601941747572,DEU,1
1992-03-01,30.097087378640776,81.55339805825243,54.36893203883495,70.37037037037037,81.06796116504854,GBR,0
1992-03-01,51.45631067961165,67.96116504854369,98.05825242718447,,91.2621359223301,JPN,1
1992-03-01,35.92233009708738,47.57281553398058,44.66019417475729,11.650485436893204,23.300970873786408,USA,0
1992-03-01,,43.203883495145625,56.79611650485437,28.155339805825243,27.669902912621357,CAN,0
1992-03-01,,37.37864077669903,47.0873786407767,10.679611650485436,13.106796116504855,AUS,0
1992-04-01,22.22222222222222,64.73429951690821,52.17391304347826,85.71428571428571,12.560386473429952,GBR,0
1992-04-01,,23.18840579710145,44.44444444444444,11.594202898550725,10.144927536231885,AUS,0
1992-04-01,36.231884057971016,54.589371980676326,37.19806763285024,10.628019323671497,28.019323671497588,USA,0
1992-04-01,54.106280193236714,67.6328502415459,99.51690821256038,,76.81159420289855,JPN,1
1992-04-01,71.01449275362319,86.95652173913044,52.17391304347826,94.20289855072464,65.21739130434783,FRA,0
1992-04-01,,52.65700483091788,51.20772946859904,20.28985507246377,39.61352657004831,CAN,0
1992-04-01,81.15942028985508,78.74396135265701,98.55072463768117,89.85507246376811,78.74396135265701,DEU,1
1992-05-01,52.40384615384615,82.6923076923077,99.51923076923077,,92.3076923076923,JPN,1
1992-05-01,,60.57692307692307,44.71153846153847,15.384615384615385,50.96153846153846,CAN,0
1992-05-01,62.019230769230774,96.15384615384616,64.90384615384616,96.15384615384616,96.63461538461539,FRA,1
1992-05-01,25.0,71.63461538461539,71.63461538461539,75.86206896551724,41.82692307692308,GBR,0
1992-05-01,79.8076923076923,87.5,100.0,91.82692307692307,87.5,DEU,1
1992-05-01,33.17307692307692,54.807692307692314,37.5,10.096153846153847,27.403846153846157,USA,0
1992-05-01,,40.86538461538461,42.30769230769231,10.576923076923077,21.153846153846153,AUS,0
